Cruise,Station,Latitude ,Longitude,CTDPRS [DBARS],CTDTMP [ITS-90],SALNTY [PSS-78],TALK [UMOL/KG],pH [UMOL/KG],TCO2 in (mmol/kgSW),NO2+NO3 [umol/kg],PO4 [UMOL/KG],SiO2 [umol/kg],Ar,,,,,,
RFG,447,56.9978,310.82529,18.452,6.5905,34.422,2283.52,8.093,1954.942505,5.49,0.49,1.48,1.968,,,,,,
RFG,447,56.9978,310.82529,30.412,6.2825,,,,,,,,,,,,,,
RFG,447,56.9978,310.82529,49.6,5.2824,34.4588,2287.1399,8.076,1968.318848,6.89,0.67,2.38,1.8104,,,,,,
RFG,447,56.9978,310.82529,99.588,3.6039,34.5803,2295.1101,8.037,1997.869263,13.34,1,6.13,1.5701,,,,,,
RFG,447,56.9978,310.82529,506.403,3.7967,,,,,,,,,,,,,,
RFG,448,57.002,312.68781,4.907,6.5417,34.5459,2299.28,8.115,1954.257935,4.2,0.42,2.03,2.0735,,,,,,
RFG,448,57.002,312.68781,10.004,6.5394,34.5457,2302.21,8.105,1963.208374,4.21,0.43,1.75,2.0344,,,,,,
RFG,448,57.002,312.68781,19.993,6.4762,34.5468,2298.6101,8.115,1953.6521,4.19,0.44,1.77,2.0641,,,,,,
RFG,448,57.002,312.68781,30.241,5.614,,,,,,,,,,,,,,
RFG,448,57.002,312.68781,51.064,3.9649,34.5807,2301.55,8.081,1977.27417,9.09,0.8,3.7,1.7558,,,,,,
RFG,448,57.002,312.68781,101.629,3.4908,34.6725,2306.3899,8.029,2012.11499,14.44,1.05,6.93,1.5478,,,,,,
RFG,448,57.002,312.68781,505.165,3.8417,,,,,,,,,,,,,,
RFG,451,56.9992,314.5127,4.215,6.4498,34.5696,2304.5,8.104,1965.692261,4.46,0.35,0.22,2.0281,,,,,,
RFG,451,56.9992,314.5127,10.813,6.4478,34.5687,2293.8,8.106,1954.863525,4.5,0.36,0.15,2.0245,,,,,,
RFG,451,56.9992,314.5127,21.299,6.4058,34.5695,2293.5,8.118,1946.993408,4.53,0.37,0.14,2.0666,,,,,,
RFG,451,56.9992,314.5127,30.174,5.9149,,,,,,,,,,,,,,
RFG,451,56.9992,314.5127,51.045,4.4853,34.661,2296.5801,8.065,1981.919678,9.56,0.81,1.42,1.7319,,,,,,
RFG,451,56.9992,314.5127,103.789,4.1896,34.8277,2305.25,8.023,2013.422363,14.35,1.11,6.63,1.5729,,,,,,
RFG,451,56.9992,314.5127,504.161,3.7625,,,,,,,,,,,,,,
RFG,452,56.9987,316.33499,5.137,6.6874,34.7494,2310.0601,8.08,1984.206787,8.17,0.71,0.18,1.9612,,,,,,
RFG,452,56.9987,316.33499,9.924,6.6807,34.7499,2307.1201,8.033,2009.859985,8.17,0.65,0.07,1.7819,,,,,,
RFG,452,56.9987,316.33499,19.95,6.6436,34.7552,2295.1799,8.08,1970.771484,8.67,0.65,0.16,1.9416,,,,,,
RFG,452,56.9987,316.33499,29.794,6.2829,,,,,,,,,,,,,,
RFG,452,56.9987,316.33499,50.695,5.7668,34.7923,2306.6001,8.063,1991.158325,7.05,0.74,0.62,1.821,,,,,,
RFG,452,56.9987,316.33499,101.535,4.6283,34.8483,2309.79,8.024,2016.822998,11.81,1.07,5.75,1.6067,,,,,,
RFG,452,56.9987,316.33499,504.797,3.8285,,,,,,,,,,,,,,
RFG,454,56.9977,318.16119,2.268,7.0107,34.742,2290.02,8.06,1978.378784,8.51,0.62,0.12,1.8907,,,,,,
RFG,454,56.9977,318.16119,9.913,7.0096,34.7421,2303.8101,8.053,1995.05249,8.32,0.63,0.12,1.8742,,,,,,
RFG,454,56.9977,318.16119,20.52,6.9952,34.7416,2299.5801,8.08,1974.838501,8.55,0.63,0.06,1.97,,,,,,
RFG,454,56.9977,318.16119,30.739,6.5116,,,,,,,,,,,,,,
RFG,454,56.9977,318.16119,50.343,6.2228,34.7673,2306.8301,8.065,1990.346436,9.28,0.73,0.62,1.8588,,,,,,
RFG,454,56.9977,318.16119,100.859,4.509,34.8318,2308.6101,8.024,2015.870483,15.38,1.09,7.3,1.5983,,,,,,
RFG,454,56.9977,318.16119,506.099,3.8598,,,,,,,,,,,,,,
RFG,456,56.9983,319.98221,4.327,6.8712,34.7468,2309.53,8.09,1977.541748,6.22,0.54,0.14,2.0133,,,,,,
RFG,456,56.9983,319.98221,10.036,6.8709,34.7464,2309.4099,8.084,1981.170166,7.87,0.63,0.25,1.9881,,,,,,
RFG,456,56.9983,319.98221,20.52,6.7309,34.7453,2308.78,8.097,1972.497437,7.47,0.6,0.14,2.0261,,,,,,
RFG,456,56.9983,319.98221,30.108,6.1648,,,,,,,,,,,,,,
RFG,456,56.9983,319.98221,49.996,5.569,34.7995,2311.9399,8.065,1994.70813,10.02,0.87,2.62,1.8197,,,,,,
RFG,456,56.9983,319.98221,100.446,4.694,34.858,2312.28,8.021,2020.766479,15.6,1.16,7.28,1.6031,,,,,,
RFG,456,56.9983,319.98221,507.539,3.9115,,,,,,,,,,,,,,
RFG,457,56.9977,321.8118,4.082,7.7167,34.7393,2312.4199,8.052,2003.468628,6.25,0.6,0.29,1.9282,,,,,,
RFG,457,56.9977,321.8118,10.218,7.7177,34.7399,2299.5901,8.048,1994.233154,7.35,0.58,0.32,1.9007,,,,,,
RFG,457,56.9977,321.8118,20.055,7.6962,34.7397,2292.23,8.078,1969.466675,7.38,0.6,0.31,2.0062,,,,,,
RFG,457,56.9977,321.8118,29.35,7.3427,,,,,,,,,,,,,,
RFG,457,56.9977,321.8118,49.799,6.5594,34.7772,2293.8,8.066,1977.900024,9.42,0.78,1.44,1.8752,,,,,,
RFG,457,56.9977,321.8118,101.66,4.9291,34.846,2314.8,8.026,2020.233765,14.53,1.13,6.92,1.6351,,,,,,
RFG,457,56.9977,321.8118,507.136,4.1417,,,,,,,,,,,,,,
RFG,459,57.0258,323.05551,4.245,7.8633,34.7294,2298.53,8.046,1994.541138,7.64,0.56,0.6,1.9034,,,,,,
RFG,459,57.0258,323.05551,10.367,7.8713,34.7289,2295.23,8.047,1990.959717,7.69,0.61,0.74,1.9035,,,,,,
RFG,459,57.0258,323.05551,20.045,7.871,34.7259,2295.6299,8.083,1969.561401,7.65,0.59,0.66,2.0416,,,,,,
RFG,459,57.0258,323.05551,30.01,7.6439,,,,,,,,,,,,,,
RFG,459,57.0258,323.05551,50.539,6.9748,34.7465,2305.74,8.061,1991.948364,9.16,0.86,1.27,1.8941,,,,,,
RFG,459,57.0258,323.05551,102.511,5.5194,34.8526,2302.4399,8.014,2015.88147,14.72,1.14,6.77,1.6227,,,,,,
RFG,459,57.0258,323.05551,505.28,4.3723,,,,,,,,,,,,,,
